Street,Raw_Title,Number_of_Rooms,Price,Size_m2,District,URL,Latitude,Longitude,Dist_to_Metro_km,Nearest_Metro,District_Clean
Kasprowicza,"Apartament z garażem, ul. Kasprowicza",2.0,3700.0,56.0,Wawrzyszew,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,przy-lesie/26621872.html",52.2877584,20.9359645,0.24,M1 - Wawrzyszew,Bielany
Mieszkanie umeblowane,Mieszkanie umeblowane,2.0,2500.0,61.6,Imielin,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-kuchnia-z-oknem/26451209.html",,,,,Ursynów
Śródziemnomorska,"Apartament 2-pokojowy, ul. Śródziemnomorska",2.0,2800.0,36.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-apartamentowcu,wysoki-standard/26630693.html",52.1755646,21.0473857,1.57,M1 - Służew,Mokotów
Mieszkanie umeblowane,Mieszkanie umeblowane,2.0,2200.0,32.1,Stare Świdry,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26634416.html",,,,,Białołęka
Wilanowska,"Kawalerka wolna od zaraz, ul. Wilanowska",1.0,2490.0,25.0,Powiśle,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26627124.html",52.1818168,21.0231452,0.15,M1 - Wilanowska,Śródmieście
Młodnicka,"Mieszkanie umeblowane, ul. Młodnicka",2.0,3322.0,31.31,Rembertów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,przy-lesie/26578319.html",52.2438015,21.1358334,6.3,M2 - Stadion Narodowy,Rembertów
Staszica,"Kawalerka umeblowana, ul. Staszica",1.0,2600.0,27.0,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie,kawalerka,z-kuchnia-w-zabudowie/26558550.html",52.2375994,21.0180245,0.13,M2 - Nowy Świat-Uniwersytet,Wola
Mieszkanie umeblowane,Mieszkanie umeblowane,2.0,3200.0,48.3,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-kuchnia-z-oknem/26178664.html",,,,,Mokotów
Jana III Sobieskiego,"Kawalerka umeblowana, ul. Jana III Sobieskiego",1.0,2500.0,25.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,kawalerka,z-aneksem-kuchennym/26358079.html",52.1821697,21.055142,2.19,M1 - Wilanowska,Mokotów
Bruna,"Mieszkanie umeblowane, ul. Bruna",2.0,2970.0,50.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-oddzielna-kuchnia/26634813.html",52.2087736,21.0010792,0.47,M1 - Pole Mokotowskie,Mokotów
Mieszkanie umeblowane Warszawa,Mieszkanie umeblowane Warszawa,2.0,2200.0,38.4,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-oddzielna-kuchnia/26579766.html",,,,,Mokotów
Lasek Brzozowy,"Mieszkanie umeblowane, ul. Lasek Brzozowy",3.0,3100.0,58.0,Natolin,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-oddzielna-kuchnia/26634474.html",52.1417059,21.0581043,0.33,M1 - Natolin,Ursynów
Filtrowa,"Mieszkanie umeblowane, ul. Filtrowa",3.0,5350.0,70.07,Śródmieście,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-kuchnia-z-oknem/26625642.html",52.2192586,20.986954,1.16,M2 - Rondo Daszyńskiego,Śródmieście
Gołuchowska,"Mieszkanie 2-pokojowe, ul. Gołuchowska",2.0,3000.0,46.0,Bemowo,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26661450.html",52.249696,20.9175594,1.3,M2 - Bemowo,Bemowo
Wieśniacza,"Apartament z garażem, ul. Wieśniacza",2.0,3900.0,42.8,Bemowo,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26609525.html",52.2447187,20.9205605,0.81,M2 - Ulrychów,Bemowo
Mieszkanie umeblowane Warszawa,Mieszkanie umeblowane Warszawa,1.0,3200.0,36.0,,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-oddzielna-kuchnia/26634579.html",,,,,
Nerudy,"Mieszkanie umeblowane, ul. Nerudy",2.0,2500.0,46.0,Bemowo,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-kuchnia-z-oknem/26579875.html",52.2770691,20.9249749,1.33,M1 - Wawrzyszew,Bemowo
Mieszkanie umeblowane,Mieszkanie umeblowane,2.0,3800.0,52.0,Wrzeciono,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-bloku-mieszkalnym,przy-lesie/26539620.html",,,,,Bielany
Garwolińska,"Mieszkanie umeblowane, ul. Garwolińska",3.0,3100.0,51.0,Młodych,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,z-oddzielna-kuchnia/26648360.html",52.2489734,21.0920885,3.3,M2 - Stadion Narodowy,Młodych
Chodkiewicza,"Apartament z garażem, ul. Chodkiewicza",3.0,7500.0,81.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,z-aneksem-kuchennym/26363348.html",52.2031659,20.9960767,1.01,M1 - Pole Mokotowskie,Mokotów
Pory,"Apartament z garażem, ul. Pory",2.0,3500.0,55.0,Stegny,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26650172.html",52.1857919,21.0443269,1.56,M1 - Wilanowska,Mokotów
Moraczewskiej,"Mieszkanie umeblowane, ul. Moraczewskiej",3.0,3999.0,56.67,Ursus,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-bloku-mieszkalnym,wysoki-standard/26540818.html",52.1913115,20.9135894,5.24,M2 - Bemowo,Ursus
Krokwi,"Apartament z miejscem parkingowym, ul. Krokwi",2.0,3250.0,55.0,Białołęka,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-kuchnia-z-oknem/26650490.html",52.3320899,20.9755282,5.58,M1 - Młociny,Białołęka
Dobiszewskiego,"Mieszkanie umeblowane, ul. Dobiszewskiego",2.0,3800.0,43.47,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-oddzielna-kuchnia/26662806.html",52.2456194,20.9540143,0.89,M2 - Młynów,Wola
Żupnicza,"Apartament z miejscem parkingowym, ul. Żupnicza",4.0,5700.0,70.0,Praga Południe,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-apartamentowcu,wysoki-standard/26655598.html",52.2533408,21.0707312,1.95,M2 - Stadion Narodowy,Praga-Południe
Aleja Rzeczypospolitej,"Apartament z miejscem parkingowym, Aleja Rzeczypospolitej",3.0,12000.0,90.0,Wilanów,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-apartamentowcu,nad-rzeka/26655600.html",52.1586816,21.0744716,2.21,M1 - Imielin,Wilanów
Mieszkanie umeblowane,Mieszkanie umeblowane,2.0,5000.0,43.47,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-kuchnia-z-oknem/26603860.html",,,,,Wola
Fort Piłsudskiego,"Apartament z garażem, ul. Fort Piłsudskiego",2.0,10500.0,68.0,,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/26407554.html",52.1888388,21.0396252,1.46,M1 - Wilanowska,
Twarda,"Apartament z miejscem parkingowym, ul. Twarda",2.0,13000.0,57.0,Śródmieście,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26642330.html",52.2319554,20.9960857,0.26,M2 - Rondo ONZ,Śródmieście
Aleja 3 Maja,"Apartament z ogródkiem, Aleja 3 Maja",5.0,25000.0,160.0,Powiśle,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-apartamentowcu,wysoki-standard/26655599.html",52.2338973,21.032074,0.74,M2 - Centrum Nauki Kopernik,Śródmieście
Mieszkanie umeblowane Warszawa,Mieszkanie umeblowane Warszawa,1.0,2000.0,55.0,Wawer,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/25727120.html",,,,,Wawer
Górnośląska,"Apartament z garażem, ul. Górnośląska",2.0,5300.0,50.0,Śródmieście,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,przy-lesie/26553850.html",52.2255463,21.0388201,1.74,M2 - Centrum Nauki Kopernik,Śródmieście
Apartament 2-pokojowy,Apartament 2-pokojowy,2.0,3500.0,42.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-kuchnia-z-oknem/26540137.html",,,,,Mokotów
Kłopot,"Mieszkanie umeblowane, ul. Kłopot",3.0,4300.0,53.0,Żoliborz,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,z-aneksem-kuchennym/26662580.html",52.257884,20.9937687,0.15,M1 - Dworzec Gdański,Żoliborz
Jana Kazimierza,"Apartament z garażem, ul. Jana Kazimierza",3.0,8900.0,92.98,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26555951.html",52.2215151,20.9317555,1.96,M2 - Ulrychów,Wola
Żegańska,"Mieszkanie umeblowane, ul. Żegańska",2.0,3300.0,51.0,Międzylesie,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26577621.html",52.206917,21.1821531,10.48,M2 - Stadion Narodowy,Międzylesie
Domaniewska,"Apartament umeblowany, ul. Domaniewska",1.0,2600.0,25.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,kawalerka,z-aneksem-kuchennym/26627342.html",52.183472,21.0129242,0.76,M1 - Wierzbno,Mokotów
Cybernetyki,"Apartament 2-pokojowy, ul. Cybernetyki",2.0,4600.0,60.0,Służewiec,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-apartamentowcu,wysoki-standard/26590555.html",52.1772752,20.9903564,2.28,M1 - Wilanowska,Mokotów
Broniewskiego,"Kawalerka umeblowana, ul. Broniewskiego",1.0,2500.0,27.0,Sady Żoliborskie,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-kuchnia-w-zabudowie/26548775.html",52.2712993,20.9635896,0.44,M1 - Marymont,Żoliborz
Bogusławskiego,"Apartament z miejscem parkingowym, ul. Bogusławskiego",2.0,3285.0,47.9,Bielany,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-kuchnia-z-oknem/26632016.html",52.2406817,20.9855985,1.15,M1 - Ratusz Arsenał,Bielany
Czerniakowska,"Mieszkanie 3-pokojowe, ul. Czerniakowska",3.0,3300.0,48.0,Czerniaków,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,z-kuchnia-z-oknem/26553141.html",52.2298977,21.0326079,1.18,M2 - Centrum Nauki Kopernik,Mokotów
Grójecka,"Mieszkanie umeblowane, ul. Grójecka",2.0,3300.0,33.0,Stara Ochota,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26494498.html",52.2162091,20.9808506,1.49,M2 - Rondo Daszyńskiego,Ochota
Aleje Jerozolimskie,"Apartament z miejscem parkingowym, Aleje Jerozolimskie",3.0,6400.0,68.0,Ochota,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-apartamentowcu,nad-jeziorem/26625520.html",52.2163542,20.9608778,1.96,M2 - Płocka,Ochota
Stępińska,"Mieszkanie umeblowane, ul. Stępińska",2.0,3200.0,50.0,Dolny Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-oddzielna-kuchnia/26551097.html",52.2043332,21.0377793,1.85,M1 - Racławicka,Mokotów
Kabacki Dukt,"Mieszkanie umeblowane, ul. Kabacki Dukt",4.0,7300.0,90.0,Kabaty,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-bloku-mieszkalnym,przy-lesie/26393335.html",52.1286507,21.0664612,0.26,M1 - Kabaty,Ursynów
Apartament 2-pokojowy,Apartament 2-pokojowy,2.0,4500.0,54.0,Włochy,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-kuchnia-z-oknem/26662573.html",,,,,Włochy
Mieszkanie umeblowane,Mieszkanie umeblowane,2.0,2999.0,39.5,Żoliborz,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-bloku-mieszkalnym,wysoki-standard/26643497.html",,,,,Żoliborz
Jadźwingów,"Apartament z garażem, ul. Jadźwingów",3.0,5500.0,103.0,Służewiec,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,z-kuchnia-z-oknem/26601657.html",52.1720471,21.0018647,1.58,M1 - Służew,Mokotów
Wronia,"Apartament z garażem, ul. Wronia",2.0,6000.0,53.0,Mirów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26601654.html",52.232145,20.986012,0.32,M2 - Rondo Daszyńskiego,Śródmieście
Lindleya,"Mieszkanie umeblowane, ul. Lindleya",3.0,4600.0,74.0,Centrum,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26601659.html",52.2540376,21.0108864,1.1,M1 - Dworzec Gdański,Śródmieście
Bukowińska,"Apartament 3-pokojowy, ul. Bukowińska",3.0,4600.0,70.0,Górny Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26601651.html",52.1834091,21.0226222,0.33,M1 - Wilanowska,Mokotów
Aleje Jerozolimskie,"Apartament z garażem, Aleje Jerozolimskie",5.0,5500.0,135.0,Włochy,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m5,z-kuchnia-z-oknem/26411806.html",52.2163542,20.9608778,1.96,M2 - Płocka,Włochy
Wilcza,"Mieszkanie umeblowane, ul. Wilcza",3.0,3400.0,65.0,Śródmieście Południowe,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,z-kuchnia-z-oknem/26124967.html",52.2255601,21.0189839,0.78,M1 - Politechnika,Śródmieście
Solińska,"Apartament z garażem, ul. Solińska",2.0,3000.0,50.0,Ochota,"https://warszawa.nieruchomosci-online.pl/mieszkanie,przy-lesie/26455896.html",52.192082,20.9751851,2.65,M1 - Racławicka,Ochota
Mieszkanie umeblowane Warszawa,Mieszkanie umeblowane Warszawa,2.0,2900.0,40.0,Wierzbno,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/26630716.html",,,,,Mokotów
Rotmistrzowska,"Mieszkanie, ul. Rotmistrzowska",4.0,17000.0,175.0,Wilanów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26517173.html",52.1729803,21.0864862,3.81,M1 - Imielin,Wilanów
Solec,"Apartament 3-pokojowy, ul. Solec",3.0,9500.0,97.0,Powiśle,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26513334.html",52.2310219,21.0374508,1.13,M2 - Centrum Nauki Kopernik,Śródmieście
Kruczkowskiego,"Mieszkanie 3-pokojowe, ul. Kruczkowskiego",3.0,12000.0,120.0,Powiśle,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26513273.html",52.1962586,20.898626,4.78,M2 - Bemowo,Śródmieście
Limanowskiego,"Mieszkanie, ul. Limanowskiego",4.0,14500.0,164.0,Sadyba,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26478154.html",52.2618923,20.9873514,0.75,M1 - Plac Wilsona,Mokotów
Górnośląska,"Apartament 3-pokojowy, ul. Górnośląska",3.0,9500.0,85.0,Powiśle,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26465702.html",52.2255463,21.0388201,1.74,M2 - Centrum Nauki Kopernik,Śródmieście
Sapieżyńska,"Mieszkanie 5-pokojowe, ul. Sapieżyńska",5.0,8000.0,100.0,Nowe Miasto,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/25831399.html",52.2534295,21.0046795,0.75,M1 - Dworzec Gdański,Śródmieście
Mieszkanie umeblowane Warszawa,Mieszkanie umeblowane Warszawa,4.0,12000.0,125.0,Wilanów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/24631491.html",,,,,Wilanów
Górskiego,"Apartament 3-pokojowy, ul. Górskiego",3.0,12000.0,80.0,Śródmieście,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26659076.html",52.2399367,21.0452877,0.86,M2 - Stadion Narodowy,Śródmieście
Żaryna,"Apartament umeblowany, ul. Żaryna",4.0,13000.0,130.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26653774.html",52.2043562,20.9965014,0.91,M1 - Pole Mokotowskie,Mokotów
Janczarów,"Mieszkanie 5-pokojowe, ul. Janczarów",5.0,16000.0,205.0,Wilanów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26618548.html",52.1694543,21.087758,3.62,M1 - Imielin,Wilanów
Okrzei,"Mieszkanie umeblowane, ul. Okrzei",3.0,12000.0,70.0,Praga-Północ,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26569919.html",52.2484937,21.0293905,0.73,M2 - Dworzec Wileński,Praga-Północ
Książęca,"Mieszkanie umeblowane, ul. Książęca",3.0,18000.0,100.0,Śródmieście,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26532272.html",52.2299162,21.0257593,0.92,M2 - Nowy Świat-Uniwersytet,Śródmieście
Aleja Wilanowska,"Apartament 5-pokojowy, Aleja Wilanowska",5.0,15000.0,180.0,,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26444608.html",52.1698941,21.0671001,2.59,M1 - Stokłosy,
Żaryna,"Apartament umeblowany, ul. Żaryna",4.0,11000.0,110.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26259550.html",52.2043562,20.9965014,0.91,M1 - Pole Mokotowskie,Mokotów
Apartament 3-pokojowy Warszawa,Apartament 3-pokojowy Warszawa,3.0,10000.0,100.0,Stary Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/25338929.html",,,,,Mokotów
Aleja Rzeczypospolitej,"Apartament 5-pokojowy, Aleja Rzeczypospolitej",5.0,16500.0,167.0,Wilanów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/25105442.html",52.1586816,21.0744716,2.21,M1 - Imielin,Wilanów
Mieszkanie Warszawa,Mieszkanie Warszawa,4.0,12000.0,121.0,Zawady,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/24154190.html",52.2262877,21.0960398,4.28,M2 - Stadion Narodowy,Wilanów
Apartament 3-pokojowy Warszawa,Apartament 3-pokojowy Warszawa,3.0,10000.0,83.0,Powiśle,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/24136953.html",,,,,Śródmieście
Aleje Jerozolimskie,"Mieszkanie umeblowane, Aleje Jerozolimskie",2.0,3950.0,58.0,Śródmieście,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-kuchnia-z-oknem/26470701.html",52.2163542,20.9608778,1.96,M2 - Płocka,Śródmieście
Kędzierskiego,"Mieszkanie 2-pokojowe, ul. Kędzierskiego",2.0,1800.0,32.0,Bemowo,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-oddzielna-kuchnia/26586168.html",52.2517206,20.9189711,1.54,M2 - Ulrychów,Bemowo
Mińska,"Apartament z garażem, ul. Mińska",2.0,4500.0,45.0,Kamionek,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-apartamentowcu,wysoki-standard/25839901.html",52.2495627,21.0642366,1.41,M2 - Stadion Narodowy,Praga-Południe
Pruszkowska,"Mieszkanie umeblowane, ul. Pruszkowska",1.0,2700.0,38.0,Ochota,"https://warszawa.nieruchomosci-online.pl/mieszkanie,kawalerka,z-aneksem-kuchennym/26660810.html",52.2019644,20.976634,2.26,M1 - Pole Mokotowskie,Ochota
Marymoncka,"Mieszkanie 2-pokojowe, ul. Marymoncka",2.0,2700.0,39.0,Słodowiec,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-oddzielna-kuchnia/26559489.html",52.294549,20.9454989,1.08,M1 - Wawrzyszew,Słodowiec
Kasprowicza,"Apartament z miejscem parkingowym, ul. Kasprowicza",2.0,3300.0,51.5,Bielany,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-kuchnia-z-oknem/26578538.html",52.2877584,20.9359645,0.24,M1 - Wawrzyszew,Bielany
Nowogrodzka,"Mieszkanie umeblowane, ul. Nowogrodzka",2.0,3000.0,55.0,Śródmieście,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-oddzielna-kuchnia/26656955.html",52.2269479,21.0037753,0.65,M1 - Centrum,Śródmieście
Sarmacka,"Apartament z garażem, ul. Sarmacka",3.0,5000.0,84.0,Miasteczko Wilanów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,z-kuchnia-w-zabudowie/26481731.html",52.1579934,21.0810414,2.58,M1 - Imielin,Wilanów
Grzybowska,"Apartament z garażem, ul. Grzybowska",3.0,25000.0,142.0,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,z-aneksem-kuchennym/26650845.html",52.2355815,20.9954807,0.4,M2 - Rondo ONZ,Wola
Sierpińskiego,"Mieszkanie umeblowane, ul. Sierpińskiego",1.0,2350.0,33.9,Ochota,"https://warszawa.nieruchomosci-online.pl/mieszkanie,kawalerka,z-aneksem-kuchennym/24825007.html",52.2001473,20.9689813,2.82,M1 - Pole Mokotowskie,Ochota
Promyka,"Kawalerka umeblowana, ul. Promyka",1.0,1950.0,25.4,Żoliborz,"https://warszawa.nieruchomosci-online.pl/mieszkanie,kawalerka,z-oddzielna-kuchnia/26456541.html",52.2731766,20.9929963,0.75,M1 - Plac Wilsona,Żoliborz
Apartament z ogródkiem,Apartament z ogródkiem,2.0,3500.0,50.0,Wilanów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,nad-rzeka/24913515.html",,,,,Wilanów
Aleja Wilanowska,"Apartament z garażem, Aleja Wilanowska",3.0,4800.0,75.0,Miasteczko Wilanów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-kuchnia-z-oknem/26423792.html",52.1698941,21.0671001,2.59,M1 - Stokłosy,Wilanów
Idzikowskiego,"Apartament z garażem, ul. Idzikowskiego",3.0,4500.0,75.0,Sadyba,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26471940.html",52.1920216,21.0416481,1.64,M1 - Wierzbno,Mokotów
Bracka,"Mieszkanie umeblowane, ul. Bracka",3.0,6700.0,91.12,Śródmieście,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-kuchnia-z-oknem/26501915.html",52.2299108,21.0202523,0.67,M1 - Centrum,Śródmieście
Orzeszkowej,"Apartament z garażem, ul. Orzeszkowej",2.0,4000.0,50.91,Ochota,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-apartamentowcu,wysoki-standard/26630746.html",52.2116061,20.9693953,2.23,M2 - Rondo Daszyńskiego,Ochota
Mieszkanie 2-pokojowe,Mieszkanie 2-pokojowe,2.0,3500.0,47.5,Muranów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-oddzielna-kuchnia/26597470.html",,,,,Śródmieście
Kazimierzowska,"Apartament z garażem, ul. Kazimierzowska",2.0,4650.0,46.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26579292.html",52.2032884,21.0153875,0.57,M1 - Racławicka,Mokotów
Dzielna,"Kawalerka umeblowana, ul. Dzielna",1.0,2950.0,26.0,Muranów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,kawalerka,z-aneksem-kuchennym/26657262.html",52.2451197,20.9881414,0.9,M1 - Ratusz Arsenał,Śródmieście
Pirenejska,"Mieszkanie umeblowane, ul. Pirenejska",2.0,3350.0,54.0,Bemowo,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-bloku-mieszkalnym,wysoki-standard/26639827.html",52.2571685,20.9169552,2.11,M2 - Bemowo,Bemowo
Wynalazek,"Apartament z miejscem parkingowym, ul. Wynalazek",2.0,3799.0,48.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26652081.html",52.1798947,20.993742,1.97,M1 - Wierzbno,Mokotów
Aleja Solidarności,"Mieszkanie umeblowane, Aleja Solidarności",2.0,3200.0,30.0,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/26642980.html",52.2553062,21.0364386,0.17,M2 - Dworzec Wileński,Wola
Fort Piłsudskiego,"Apartament z garażem, ul. Fort Piłsudskiego",2.0,9500.0,64.0,,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-apartamentowcu,wysoki-standard/26445698.html",52.1888388,21.0396252,1.46,M1 - Wilanowska,
Szulborska,"Mikrokawalerka, ul. Szulborska",1.0,1670.0,17.0,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26630234.html",52.2311013,20.935863,1.03,M2 - Ulrychów,Wola
Rybałtów,"Apartament z ogródkiem, ul. Rybałtów",3.0,3650.0,70.0,Kabaty,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,przy-lesie/26654316.html",52.1287643,21.0558129,0.77,M1 - Kabaty,Ursynów
Wólczyńska,"Apartament z garażem, ul. Wólczyńska",2.0,3800.0,42.0,Bielany,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-apartamentowcu,wysoki-standard/26585272.html",52.2806645,20.926194,1.0,M1 - Wawrzyszew,Bielany
Starowiślna,"Mieszkanie umeblowane, ul. Starowiślna",1.0,2600.0,30.02,Białołęka,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-bloku-mieszkalnym,wysoki-standard/26578208.html",52.3025299,20.9921995,2.71,M2 - Bródno,Białołęka
